Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
261.7876,80.59179,1.958504,1.506454,1.389872,1.378096,1.391896,1.422386,1.434676,1731.223
261.94,79.91348,1.958751,1.469353,1.384246,1.375849,1.384764,1.413981,1.422085,1729.032
262.0924,79.13101,1.962656,1.423111,1.383661,1.381681,1.37502,1.395864,1.401976,1720.378
262.2448,77.91621,1.961658,1.345425,1.367837,1.380018,1.353546,1.364028,1.371689,1707.765
262.3972,78.12034,1.964445,1.305343,1.362149,1.379979,1.345466,1.355638,1.364775,1698.186
262.5496,79.15575,1.964211,1.304168,1.344243,1.367194,1.31655,1.332391,1.348059,1690.495
262.702,82.94749,1.971192,1.320321,1.328727,1.361159,1.281887,1.2994,1.320579,1682.144
262.8544,80.57664,1.977511,1.351644,1.321018,1.351766,1.23574,1.247795,1.264339,1672.427
263.0068,79.28554,1.983985,1.339399,1.317635,1.357275,1.201507,1.213293,1.224599,1665.72
263.1592,74.79459,1.987906,1.311677,1.31522,1.347176,1.197036,1.207601,1.219339,1665.614
263.3116,77.04797,1.982571,1.293022,1.314329,1.336889,1.218229,1.233305,1.249661,1671.637
263.464,82.73659,1.978097,1.298218,1.320054,1.339796,1.219117,1.240723,1.260922,1680.335
263.6164,87.65666,1.973283,1.321448,1.323715,1.339976,1.218659,1.239534,1.265394,1689.768
263.7688,90.20855,1.968641,1.306177,1.321193,1.344137,1.229212,1.249969,1.275192,1701.421
263.9212,84.72314,1.957183,1.251692,1.310415,1.332484,1.239517,1.260663,1.262743,1714.519
264.0736,83.25162,1.950476,1.265829,1.30266,1.327119,1.247949,1.266703,1.26685,1719.543
264.226,80.85721,1.953414,1.293541,1.296351,1.306367,1.247303,1.257385,1.27363,1721.47
264.3784,80.14554,1.97402,1.195185,1.256386,1.283317,1.22878,1.226173,1.278423,1726.952
264.5308,79.0382,2.001295,1.164566,1.234982,1.272249,1.185633,1.205946,1.26849,1738.021
