Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
135.352,91.70898,1.79378,1.10155,1.056079,1.110824,1.011408,1.021632,1.026111,1523.42
135.5044,87.56728,1.769735,1.135873,1.068019,1.115436,1.014009,1.02194,1.02859,1524.849
135.6568,78.08125,1.747759,1.181068,1.074245,1.104541,1.01873,1.02811,1.028675,1529.671
135.8092,81.12975,1.768247,1.170616,1.081264,1.120835,1.053146,1.059256,1.061387,1531.392
135.9616,86.29356,1.801977,1.200693,1.078032,1.132215,1.05871,1.066051,1.070086,1529.252
136.114,86.74835,1.824774,1.135597,1.080358,1.126501,1.06755,1.077044,1.074203,1527.684
136.2664,92.48353,1.83192,1.111933,1.088066,1.134177,1.061224,1.075124,1.082467,1528.635
136.4188,92.14922,1.829897,1.162304,1.06641,1.120658,1.047555,1.061143,1.067896,1531.267
136.5712,84.09133,1.822293,1.084583,1.068069,1.102368,1.045905,1.056507,1.061797,1533.887
136.7236,84.75288,1.803525,1.130103,1.069606,1.109561,1.024847,1.032376,1.032653,1535.029
136.876,86.96329,1.785389,1.096612,1.055755,1.112033,1.022533,1.029853,1.035879,1532.527
137.0284,91.47961,1.77783,1.046187,1.056453,1.07747,1.011106,1.021109,1.022588,1527.648
137.1808,87.01112,1.781043,1.030597,1.049549,1.092226,1.003603,1.012359,1.011748,1524.158
137.3332,84.43757,1.783468,1.00754,1.042357,1.091802,1.016789,1.014392,1.011361,1523.174
137.4856,85.5218,1.789331,0.967136,1.028117,1.074744,1.038768,1.029707,1.027194,1523.954
137.638,82.34267,1.80227,1.02889,1.012125,1.048672,1.051229,1.046374,1.0372,1525.702
137.7904,86.20499,1.817499,1.095057,0.995847,1.05918,1.054375,1.052275,1.034913,1528.442
137.9428,93.99526,1.825963,1.038787,0.987586,1.05672,1.054342,1.044015,1.036778,1532.161
138.0952,88.68114,1.827226,1.013114,0.98763,1.042676,1.048314,1.031972,1.023101,1535.566
138.2476,89.22522,1.823726,0.954045,0.985406,1.031346,1.057502,1.048305,1.03668,1536.958
138.4,92.56654,1.822201,1.053656,0.98743,1.022277,1.052097,1.055578,1.050071,1537.098
138.5524,87.90409,1.835282,1.033599,0.994475,1.025907,1.057926,1.063058,1.064972,1538.232
138.7048,85.9724,1.857435,1.01611,1.000623,1.031369,1.027386,1.035696,1.043063,1540.181
138.8572,92.83637,1.848853,1.039289,1.009521,1.036933,1.014503,1.020777,1.024295,1540.956
139.0096,91.9861,1.832736,1.058306,1.019189,1.040607,1.01372,1.0229,1.029271,1538.998
139.162,88.80032,1.82101,1.081392,1.025683,1.056938,1.019169,1.031201,1.035803,1534.741
139.3144,81.89548,1.847502,1.086922,1.022633,1.066573,1.017403,1.032821,1.041919,1529.559
139.4668,86.51509,1.86126,1.074015,1.022581,1.064541,1.008849,1.030183,1.038622,1525.14
139.6192,92.12936,1.852571,1.053862,1.025328,1.05491,1.003721,1.021668,1.028546,1523.953
139.7716,89.60204,1.841183,1.08472,1.023628,1.063934,1.023055,1.039459,1.043623,1526.081
139.924,83.99587,1.843803,1.054598,1.035568,1.06545,1.02359,1.0366,1.04315,1528.131
140.0764,86.62921,1.864414,1.054265,1.029594,1.060979,1.020717,1.029132,1.033819,1529.218
