Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
280.8376,72.58592,2.021554,4.238274,4.972469,5.593451,7.006262,9.44586,14.33715,1675.085
280.99,72.47813,2.012271,5.23666,5.097281,5.585154,7.417188,10.01245,15.60787,1671.697
281.1424,68.72097,2.009956,5.817392,5.360882,5.566107,7.747378,10.36908,15.9903,1664.778
281.2948,68.8892,2.000758,6.98941,5.952791,5.890582,7.966025,10.78097,17.26228,1661.736
281.4472,68.31866,1.992507,7.842656,6.029748,6.137975,7.872938,10.71366,17.15342,1660.887
281.5996,71.0107,1.98784,9.677765,6.495462,6.233257,7.751003,11.93921,20.08578,1664.447
281.752,72.6661,1.993419,7.690223,6.771071,6.446703,7.632364,12.70639,22.49853,1669.061
281.9044,72.03329,2.003876,9.04074,6.808736,6.579209,7.627283,12.84768,23.00761,1669.189
282.0568,69.18214,2.007566,9.530655,6.693761,6.392661,8.110183,13.9042,25.07416,1663.931
282.2092,66.61395,2.004003,7.155178,6.706938,6.378495,8.894897,15.64524,30.26179,1657.219
282.3616,65.84179,1.990658,5.627246,7.021939,6.417699,9.218437,16.02925,31.67064,1652.159
282.514,64.91203,1.978767,5.687594,6.961113,6.353271,9.219934,15.15603,29.2007,1647.99
282.6664,63.38078,1.973583,5.703628,6.964351,6.535653,9.186588,15.40389,33.63112,1644.728
282.8188,63.9136,1.97382,5.625274,6.5893,6.536398,8.399581,15.18215,32.28001,1646.377
282.9712,67.4703,1.978108,6.494166,6.456192,6.292723,8.069995,14.80987,31.61143,1653.147
283.1236,68.35411,1.982465,6.867866,6.490867,6.255348,6.922074,12.25851,21.8141,1657.725
283.276,71.01533,1.986484,5.987416,6.09245,6.174423,6.183877,9.917967,15.26178,1663.617
283.4284,72.58437,1.98809,4.697076,5.936736,6.061364,5.78652,8.624094,12.85392,1669.678
283.5808,75.57025,1.986337,5.62182,5.789744,5.863671,5.830913,8.738588,13.97228,1674.656
283.7332,74.45435,1.989514,7.307959,6.00414,5.771689,5.89693,9.262854,15.35303,1674.791
283.8856,75.58241,1.993826,7.211838,5.895471,5.675395,6.023574,8.934907,13.16053,1677.582
284.038,77.08794,2.002131,5.924634,6.069261,5.728356,6.070713,8.583762,11.70049,1682.943
284.1904,79.40044,1.999264,5.220063,6.274323,5.78475,5.922959,8.448831,11.65217,1685.286
284.3428,75.93067,1.994941,5.579732,5.693599,5.530283,5.673321,8.55565,11.84012,1677.806
284.4952,71.4123,1.990619,6.26407,5.529709,5.437028,5.607529,8.727547,11.96068,1666.851
284.6476,68.46053,1.995738,6.127762,5.026108,5.347883,5.46278,8.169398,10.78396,1661.335
284.8,67.575,2.010464,4.448309,4.915117,5.294338,5.270283,7.729709,10.38328,1661.358
284.9524,67.36937,2.018399,3.871484,4.66427,5.048315,5.202702,7.508142,10.25779,1661.765
285.1048,67.04642,2.018967,4.194977,4.441086,4.873789,5.38728,7.754157,10.37399,1660.803
285.2572,66.49915,2.014304,4.950995,4.239992,4.714792,5.504775,7.776034,10.11038,1658.124
285.4096,65.55659,1.998525,4.332905,4.052814,4.615469,5.156254,7.20759,9.321918,1654.392
285.562,66.58162,2.003853,3.214983,4.066156,4.570807,4.640749,6.543558,8.505517,1656.328
285.7144,66.34122,2.014439,3.187145,3.91574,4.472909,4.371008,6.020406,7.631733,1658.053
285.8668,63.96575,2.027893,3.256541,3.827887,4.372814,4.251426,5.644812,6.920818,1655.271
286.0192,61.97795,2.024265,2.883752,3.687412,4.346905,4.216652,5.43139,6.482574,1651.89
286.1716,64.85137,2.015359,2.987485,3.57421,4.21604,4.190572,5.350593,6.429333,1656.382
286.324,72.11243,2.010469,3.76245,3.541363,4.120674,4.03086,5.131719,6.182496,1669.985
286.4764,77.35504,2.008316,3.638746,3.392823,4.035086,3.822246,4.848699,5.908763,1680.272
286.6288,74.68778,2.000629,3.316175,3.370821,4.03368,3.485415,4.356921,5.270084,1676.753
286.7812,73.05071,2.002123,3.007866,3.233835,4.049777,3.247062,3.977704,4.761285,1672.595
286.9336,72.89393,2.002065,2.815458,3.153975,4.001922,3.074471,3.723695,4.44902,1671.945
