Depth (m),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
73.632,108.4508,1.705649,0.941486,0.937146,0.962977,0.903838,0.913009,0.926571,1488.3
73.7844,100.9126,1.706429,0.997625,0.936548,0.959427,0.93563,0.942494,0.947219,1488.762
73.9368,106.326,1.708516,0.981716,0.937461,0.950318,0.923469,0.93284,0.940506,1488.817
74.0892,98.77027,1.713837,0.946664,0.937346,0.961338,0.916794,0.924432,0.925666,1488.293
74.2416,106.5302,1.712684,0.951832,0.935449,0.965831,0.909687,0.921772,0.923777,1487.673
74.394,106.8115,1.710348,0.94268,0.937634,0.963423,0.906331,0.918112,0.922106,1487.213
74.5464,99.15897,1.699778,0.969576,0.937429,0.970607,0.910817,0.91921,0.916875,1486.866
74.6988,97.89262,1.696352,0.963407,0.936291,0.96864,0.896004,0.907299,0.91703,1486.984
74.8512,103.6521,1.690183,0.933645,0.9305,0.984232,0.904315,0.914319,0.920017,1488.568
75.0036,102.5543,1.705247,0.957032,0.930022,0.982071,0.896326,0.909779,0.916779,1491.584
75.156,98.48199,1.703377,0.922313,0.926466,0.971305,0.898943,0.912896,0.914052,1494.303
75.3084,109.2827,1.709834,0.938733,0.93575,0.97855,0.885236,0.892816,0.8968,1496.012
75.4608,100.0124,1.704301,0.969123,0.941621,0.992753,0.896199,0.902958,0.911157,1498.388
75.6132,105.1006,1.714208,0.999503,0.949657,0.987484,0.910514,0.920533,0.928682,1502.085
75.7656,106.8052,1.717074,0.990455,0.966757,0.988776,0.941164,0.951864,0.959081,1505.151
75.918,109.3553,1.729079,1.017007,0.98063,1.006353,0.947661,0.956753,0.961517,1507.062
76.0704,109.2155,1.732332,1.022409,0.988513,1.01696,0.965859,0.974936,0.982283,1509.396
76.2228,107.2691,1.735919,1.061123,0.971877,1.014549,0.953928,0.960916,0.96458,1512.441
76.3752,97.86077,1.75229,1.063189,1.006298,1.029361,0.989087,0.996498,0.997161,1514.991
76.5276,107.959,1.772744,1.06749,0.997676,1.011758,0.993487,1.002264,1.000531,1516.379
76.68,93.73785,1.802276,1.049863,1.005397,1.05187,1.029071,1.037447,1.033889,1517.182
76.8324,99.82359,1.81763,1.026936,1.018149,1.032154,1.018485,1.027267,1.034524,1517.944
76.9848,97.20566,1.821679,0.997077,1.009325,1.039289,1.028402,1.034351,1.035183,1518.272
77.1372,97.37605,1.815412,1.010888,0.999569,1.044567,0.997726,1.010533,1.020245,1517.736
77.2896,99.6888,1.791231,1.007395,1.008319,1.044558,0.974241,0.98495,0.990432,1516.596
77.442,100.938,1.769416,1.012764,1.010546,1.037376,0.973245,0.9832,0.985682,1515.479
77.5944,103.5748,1.758663,1.024573,1.002968,1.041137,0.976218,0.983538,0.979475,1514.826
77.7468,98.37601,1.76915,1.032356,0.994656,1.029528,0.977073,0.985676,0.985174,1515.09
77.8992,102.5533,1.76764,1.020677,0.999788,1.024925,0.980964,0.989413,0.991269,1516.381
78.0516,96.78849,1.773233,1.032502,0.997063,1.032397,0.997774,1.00725,1.00303,1517.758
78.204,97.45474,1.770398,0.98077,0.986903,1.021069,0.992728,1.00284,1.00963,1518.13
78.3564,96.95387,1.782534,0.990053,0.980826,1.020977,0.986,0.99854,1.005884,1517.249
78.5088,97.83192,1.785651,0.963257,0.970397,1.010538,0.92784,0.94027,0.947744,1516.164
78.6612,102.3559,1.793555,0.96908,0.963935,1.006296,0.917241,0.928816,0.930831,1515.869
78.8136,100.5404,1.777164,0.978095,0.961893,1.00293,0.900961,0.908809,0.912096,1516.105
78.966,99.37282,1.764668,1.001654,0.965368,0.991096,0.914645,0.929585,0.933515,1516.482
79.1184,102.2336,1.751342,1.003054,0.968251,0.997669,0.930143,0.938043,0.936979,1516.822
