Depth (mbsf),GR,RHOB,RES,A16L,A40L,P16H,P28H,P40H,Vp
287.9044,89.50948,1.957751,1.286062,1.281417,1.291706,1.221324,1.239293,1.24647,1650.567
288.0568,90.64079,1.960358,1.279718,1.301941,1.306255,1.207238,1.22153,1.221185,1649.631
288.2092,90.06091,1.976253,1.291293,1.29322,1.322459,1.188221,1.202096,1.201322,1653.95
288.3616,88.302,1.977941,1.263529,1.290254,1.324049,1.181276,1.192902,1.197449,1658.498
288.514,92.67055,1.963439,1.241895,1.296643,1.330326,1.189163,1.204746,1.20758,1659.798
288.6664,96.82962,1.939371,1.284388,1.310861,1.327872,1.205307,1.220348,1.233982,1658.228
288.8188,94.21739,1.933514,1.260554,1.313628,1.344448,1.205468,1.226264,1.243914,1655.793
288.9712,87.56913,1.934141,1.365153,1.298755,1.33996,1.233784,1.258641,1.276489,1652.885
289.1236,90.10998,1.942845,1.357659,1.318834,1.320622,1.235635,1.263157,1.26743,1646.791
289.276,87.661,1.95552,1.358608,1.308569,1.342473,1.219759,1.246546,1.256124,1633.037
289.4284,89.63229,1.964707,1.384511,1.315094,1.347566,1.210554,1.235066,1.246713,1610.621
289.5808,91.75237,1.961104,1.343382,1.32751,1.371079,1.223748,1.240008,1.237308,1589.506
289.7332,93.68754,1.94419,1.340421,1.326141,1.359759,1.234302,1.246428,1.238631,1582.681
289.8856,91.85883,1.936537,1.339709,1.330115,1.361036,1.271611,1.276467,1.285171,1589.283
290.038,88.4302,1.938045,1.323955,1.315086,1.374144,1.304596,1.327815,1.334923,1603.797
290.1904,94.89162,1.966843,1.367781,1.31066,1.392798,1.236337,1.265622,1.277896,1623.667
290.3428,91.77003,1.927033,1.492931,1.321545,1.407753,1.276052,1.293556,1.294434,1639.328
290.4952,92.607,1.90484,1.525388,1.327572,1.420412,1.239528,1.26129,1.266064,1644.63
